ItemNo,ItemCode,ItemSize,ItemDesc,Main_Group,Item_Group,StoreName,TariffHeadNo,UnitCode,PcsRate,Qty1Kg,ItemLength
CONCON63,,,"200 X 20 X 50.80 MM GRADE AA46/54, K5 V8",Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,860,1,0
CONCON64,,,CHUCK JAW PASTE,Consumable,CONSUMABLE,PIANO STORE,29051100,KGS,1450,1,0
CONCON65,,,"RUBBER PAD (BLACK) 8""X8""X1/2""",Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,60,1,0
CONCON66,,,ALLEN KEY SET 1.5 MM TO 10 MM EXTRA LONG BALL POINT,Consumable,CONSUMABLE,PIANO STORE,29051100,SET,890,1,0
CONCON67,,,SOFT SPRING OD 40 X ID 32 X 70 MM LONG,Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,0,1,0
CONCON68,,,MPG BOX WITH SEL.SW 5AXIS YSL,Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,0,1,0
CONCON69,,,BEARING BSB 030062 CTDULP4 V50300311000,Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,0,1,0
CONCON7,,,DRESSER (CHINA ),Consumable,CONSUMABLE,PIANO STORE,29051100,NO,0,1,0
CONCON70,,,PANEL LOCK ASSEMBLY C11200900000,Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,0,1,0
CONCON71,,,SR2058 - CAMBOX BT30-PLUNGER SPRING MDX370060,Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,0,1,0
CONCON72,,,SR2060 - CAMBOX BT30-PUSH ROD SPRING MDX370600,Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,0,1,0
CONCON73,,,SEAL KIT FOR DOUBLE ACTING CYLINDER,Consumable,CONSUMABLE,PIANO STORE,29051100,SET,0,1,0
CONCON74,,,TAPPER ROLLER BEARING 32011,Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,0,1,0
CONCON75,,,RUBBER CANVAS BELT 10 MM x 100 MM,Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,0,1,0
CONCON76,,,BEARING ZKLF 3080 ZZ C80300611000,Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,0,1,0
CONCON77,,,TRANSFORMER 0-380-400 INPUT 12V+12V DOUBLE OUTPUT NEW,Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,0,1,0
CONCON78,,,TRANSFORMER 0-380-400 INPUT 12v+12v DOUBLE OUTPUT REPAIR,Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,0,1,0
CONCON79,,,LIMIT SWITCH 10A LIGHT WEIGHT,Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,0,1,0
CONCON8,,,LAP PLATES FOR YH2M 8432E,Consumable,CONSUMABLE,PIANO STORE,29051100,NO,0,1,0
CONCON80,,,LIMIT SWITCH 5A HEAVY DUTY,Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,0,1,0
CONCON81,,,3 WAY WIRE CONNECTOR FOR WIRE UPTO 2.5 SQ MM,Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,0,1,0
CONCON82,,,BALL SCREW AND CHUCK NUT CRANKSHAFT,Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,0,1,0
CONCON83,,,SULFASTRIM 66A TAPPING OIL,Consumable,CONSUMABLE,PIANO STORE,29051100,LTR,154.27,1,0
CONCON84,,,DIA 10MM TIP CUTTER INSERTS 10 R 0.8 ( 2 SIDES ),Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,0,1,0
CONCON85,,,A4 SIZE WHITE PAPER,Consumable,CONSUMABLE,PIANO STORE,29051100,PER BOX,205,1,0
CONCON86,,,WHITE PAPER SIZE :- A3,Consumable,CONSUMABLE,PIANO STORE,29051100,PER BOX,415,1,0
CONCON87,,,PP/SSD/SP-01 SEPRARATING PLATE,Consumable,CONSUMABLE,PIANO STORE,29051100,NOS,2000,1,0
CONCON88,,,PP/SSD/SP-01 DETECTOR LEVER,Consumable,CONSUMABLE,PIANO STORE,29051100,Select,250,1,0
CONCON89,,,THERMOCOUPLE WIRE (SENSOR WIRE) GRADE : CRAL,Consumable,CONSUMABLE,PIANO STORE,27101980,MTR,0,1,0
CONCON9,,,STD TEST BLOCK HRA (RANGE 70 - 78) WITH NABL LOGO TEST CERTIFICATE,Consumable,CONSUMABLE,PIANO STORE,29051100,NO,0,1,0
CONELECTRICAL0,,,TUBE LIGHT,Consumable,ELECTRICAL ITEM,STORE,29051100,NOS,0,1,0
CONELECTRICAL1,,,PVC WIRE TAPE ANCHOR (COLOUR MIX),Consumable,ELECTRICAL ITEM,STORE,29051100,NOS,0,1,0
CONELECTRICAL10,,,MCB BOX FOR 4 POLE,Consumable,ELECTRICAL ITEM,PIANO STORE,29051100,NOS,0,1,0
CONELECTRICAL12,,,MCB 20 AMP 3 POLE,Consumable,ELECTRICAL ITEM,PIANO STORE,29051100,NOS,0,1,0
CONELECTRICAL13,,,10HP DIRECT ON LINE STARTER,Consumable,ELECTRICAL ITEM,PIANO STORE,29051100,NOS,0,1,0
CONELECTRICAL14,,,3HP DIRECT ON LINE STARTER,Consumable,ELECTRICAL ITEM,PIANO STORE,29051100,NOS,0,1,0
CONELECTRICAL15,0,,HYDRAULIC LIFTING PLATFORM,Consumable,ELECTRICAL ITEM,STORE,29051100,NOS,0,1,0
CONELECTRICAL16,,,MCCB 100AMP 4 POLE ABN104*C,Consumable,ELECTRICAL ITEM,STORE,29051100,NOS,0,1,0
CONELECTRICAL17,,,MCCB BOX 100AMP 4 POLE,Consumable,ELECTRICAL ITEM,STORE,29051100,NOS,0,1,0
CONELECTRICAL18,,,MK1 DOL MOTOR STARTER MAKE: L&T/LK,Consumable,ELECTRICAL ITEM,STORE,29051100,NOS,0,1,0
CONELECTRICAL19,,,MCB 63A 3 POLE,Consumable,ELECTRICAL ITEM,PIANO STORE,27101980,NOS,0,1,0
CONELECTRICAL2,,,LED BULB,Consumable,ELECTRICAL ITEM,STORE,29051100,NOS,0,1,0
CONELECTRICAL20,,,EVERYREADY CELL AAA,Consumable,ELECTRICAL ITEM,PIANO STORE,27101980,NOS,0,1,0
CONELECTRICAL3,,,FUSE 2 AMP,Consumable,ELECTRICAL ITEM,PIANO STORE,29051100,NO,0,1,0
CONELECTRICAL4,,,FUSE 16 AMP,Consumable,ELECTRICAL ITEM,PIANO STORE,29051100,NO,0,1,0
CONELECTRICAL5,,,FUSE 700 V,Consumable,ELECTRICAL ITEM,PIANO STORE,29051100,NO,0,1,0
CONELECTRICAL6,,,DISTRIBUTION BOARD 8 WAY 12 WAY TPN MD D.B.ABB,Consumable,ELECTRICAL ITEM,PIANO STORE,85371000,NOS,0,1,0
CONELECTRICAL7,,,MCB 10A 4P ABB,Consumable,ELECTRICAL ITEM,PIANO STORE,29051100,NO,0,1,0
CONELECTRICAL8,,,RCCB 63A 4P 100MA,Consumable,ELECTRICAL ITEM,PIANO STORE,29051100,NO,0,1,0
CONELECTRICAL9,,,MCB 32 AMP 4 POLE,Consumable,ELECTRICAL ITEM,PIANO STORE,29051100,NOS,0,1,0
CONHARDWARE0,,,HYPER DOOR CLOSER,Consumable,GENERAL HARDWARE,PIANO STORE,27101980,NOS,0,1,0
CONHARDWARE1,,,STEEL HANDLE,Consumable,GENERAL HARDWARE,PIANO STORE,27101980,NOS,0,1,0
CONSU254,,,STRAPPING ROLL (WHITE),Consumable,PACKING MATERIAL,STORE,29051100,KGS,90,1,0
D01002,SR017212-1270,,LOCK CLAMP ( BIG ) 0.5 mm,FG,FINISHED GOODS,STORE,73201019,NOS,0,0,0
D01003,HA017212-0330,,LOCK CLAMP -,FG,FINISHED GOODS,STORE,73201019,NOS,1.82,0,0
D01004,SR949013-7050,,W.PLATE 22.8X40X0.6,FG,FINISHED GOODS,STORE,73182200,NOS,2.19,0,0
D01005,HA062821-0080,,WASHER LOCK 0.4 MM,FG,FINISHED GOODS,STORE,73182200,NOS,0,0,0
D01006,SR053469-7010,,CUSHION W.26.6X40.6X0.5,FG,FINISHED GOODS,STORE,73182200,NOS,2.74,0,0
D01007,HA059116-0130,,PLATE PRESSURE,FG,FINISHED GOODS,STORE,73182200,NOS,2.02,0,0
D01009,HA059243-0150,,PLATE END,FG,FINISHED GOODS,STORE,73182200,NOS,1.48,0,0
D01011,SR949013-7040,,W.PLATE 19.8X30X0.6,FG,FINISHED GOODS,STORE,73182200,NOS,1.71,0,0
D01012,HA059243-0180,,PLATE END,FG,FINISHED GOODS,STORE,73182200,NOS,1.07,0,0
D01013,SR028354-5010,,W.STARTER DRIVE SPLIT 0.6,FG,FINISHED GOODS,STORE,73201019,NOS,1.14,0,0
D01014,HA949013-6470,,WASHER BELT,FG,FINISHED GOODS,STORE,73182200,NOS,0.85,0,0
D01016,SR053525-0100,,W.COUNTER SPG.8X14.5X1.2,FG,FINISHED GOODS,STORE,73182200,NOS,1.38,0,0
D01017,HA949017-1370,,WASHER WAVE,FG,FINISHED GOODS,STORE,73182200,NOS,1.06,0,0
D01018,HA949017-1380,,WASHER WAVE,FG,FINISHED GOODS,STORE,73182200,NOS,0.95,0,0
D01020,HA90577-070009Y,,E-RING,FG,FINISHED GOODS,STORE,73182910,NOS,51,0,0
D01025,SR949013-8100,,WASHER,FG,FINISHED GOODS,STORE,73182200,NOS,1.26,0,0
D01026,SR949013-8120,,WAS. 22.8 X 43 X 0.6,FG,FINISHED GOODS,STORE,73182200,NOS,0,0,0
D01027,SR028354-5100,,W.START DRV.SPLIT 0.6,FG,FINISHED GOODS,STORE,73201019,NOS,0,0,0
D01028,SR949013-8110,,WASHER 15.1 X26X1.8,FG,FINISHED GOODS,STORE,73182200,NOS,2.55,0,0
D01029,SR949013-8090,,WASHER PLATE SK 7.6X17.9X0.6,FG,FINISHED GOODS,STORE,73182200,NOS,1.11,0,0
D01031,HA059243-0160,,PLATE END,FG,FINISHED GOODS,STORE,73182200,NOS,0.68,0,0
D01032,HA059243-0210,,PLATE END,FG,FINISHED GOODS,STORE,73182200,NOS,0.84,0,0
D01033,HA059116-0160,,WAS.LOCK N3 RR WIPER,FG,FINISHED GOODS,STORE,73182200,NOS,2.98,0,0
D01034,SR949017-N361,,WAS.WAVE (IMV) 13 X 19.8,FG,FINISHED GOODS,STORE,73182200,NOS,0,0,0
D01036,SR021542-0220,,WASHER IMV. 24.3X33,FG,FINISHED GOODS,STORE,73182200,NOS,4.67,0,0
D01037,SR949016-7090,,WASHER TOOTHED 0.7,FG,FINISHED GOODS,STORE,73182200,NOS,0,0,0
D01038,SR94917-1550,,WASHER WAVE 0.3,FG,FINISHED GOODS,STORE,73182200,NOS,0,0,0
D01039,SR053469-7050,,CUSHION,FG,FINISHED GOODS,STORE,73182200,NOS,4.35,0,0
D01043,SR128952-0820,,WASHER,FG,FINISHED GOODS,STORE,73182200,NOS,3.52,0,0
D01044,SR021542-0300,,WAVE WASHER 15.4X21X0.5,FG,FINISHED GOODS,STORE,73182200,NOS,0,0,0
D14001,116000403,,STOP RING,FG,FINISHED GOODS,STORE,73201019,NOS,0.95,0,0
D15001,7L2282B37,,RETAINER RING,FG,FINISHED GOODS,STORE,73182910,NOS,22.95,0,0
D15002,7L2325B16,,RETAINER RING INT,FG,FINISHED GOODS,STORE,73182910,NOS,0,0,0
D15003,7L2282B6G,,SMALLEY SPIRAL RING,FG,FINISHED GOODS,STORE,73182910,NOS,0,0,0
D15005,D15005,0,M 14-BOLT,BOP,BOUGHT OUT,STORE,73182200,NOS,0,0,0
D15006,D15006,0,M 16-BOLT,BOP,BOUGHT OUT,STORE,73182200,NOS,0,0,0
D16001,PL966001,,CLIP,FG,FINISHED GOODS,STORE,73201019,NOS,0,0,0
D16002,T20940001,,CLIP,FG,FINISHED GOODS,STORE,73201019,NOS,5.1,0,0
E04001,445/26108,,THRUST WASHER,FG,FINISHED GOODS,STORE,73182200,NOS,4.79,0,0
E04002,823 / 00451,,THRUST WASHER 38.1 X 55.55,FG,FINISHED GOODS,STORE,73182200,NOS,10.12,0,0
E04003,823/00451 - A,,THRUST WASHER,FG,FINISHED GOODS,STORE,73182200,NOS,10.12,0,0
E18002,3A2706000000U999,,THRUST WASHER,FG,FINISHED GOODS,STORE,73182200,NOS,3.29,0,0
E18007,813300708002U999,,SNAP RING,FG,FINISHED GOODS,STORE,73182910,NOS,0.39,0,0
E18009,3A3701070000U999,,CONE SPRING 0.5,FG,FINISHED GOODS,STORE,73201019,NOS,14.25,0,0
E18010,3A3709000000U999,,THRUST WASHER 2.6,FG,FINISHED GOODS,STORE,73182200,NOS,5.9,0,0
E18016,3A4301070000U999,,CONE SPRING 0.5(80C6H SK85),FG,FINISHED GOODS,STORE,73182910,NOS,4.2,0,0
E18017,813300708002U999,,CLIP -236 MODEL 1021145000,FG,FINISHED GOODS,STORE,73182910,NOS,5.4,0,0
E18019,09010273182990_,,CONE PRING - 440A,FG,FINISHED GOODS,STORE,73201019,NOS,0,0,0
E18020,09010273182990__,,SPR SEAT - 440A,FG,FINISHED GOODS,STORE,73201019,NOS,0,0,0
E18021,9010273182990,,THRUST WASHER- 440A,FG,FINISHED GOODS,STORE,73182200,NOS,0,0,0
F01007,BOP20KRMAD006,,SPRING CLUTCH FRICTION KRMA,FG,FINISHED GOODS,STORE,73182200,NOS,15.5,0,0
F01008,BOP200P70D008,,SPRING JUDDER 90X99X1.00MM(22402-KPM-8500),FG,FINISHED GOODS,STORE,73182200,NOS,26.14,0,0
F01009,BOP200P70D007,,SPRING CLUTCH FRICITON P70,FG,FINISHED GOODS,STORE,73182200,NOS,8.95,0,0
F01010,BOP200P90D009,,SPRING CLUTCH FRICITON P90 KPG,FG,FINISHED GOODS,STORE,73182200,NOS,9.81,0,0
F01013,BOP2XF1D1D016,,WASHER CLUTCH PLATE WAVE(21472-41K00),FG,FINISHED GOODS,STORE,73182200,NOS,31.18,0,0
F01014,BOP2XF1D1D015,,SEAT WAVE WASHER (21471-41K00),FG,FINISHED GOODS,STORE,73182200,NOS,19.77,0,0
F01015,BOP4002CVD012,,SPRING FRICTION 2 CV,FG,FINISHED GOODS,STORE,73182200,NOS,5.7,0,0
F01016,BOP4002CVD007,,SPRING CLUTCH DISK 2CV,FG,FINISHED GOODS,STORE,73182200,NOS,4.77,0,0
F01017,BOP49CITYD011,,PLATE STRAP 09 CITY,FG,FINISHED GOODS,STORE,73201019,NOS,2.89,0,0
F01018,BOP200P40D014,,SPRING JUDDER 612 / P40,FG,FINISHED GOODS,STORE,73182200,NOS,28.4,0,0
F01019,BOP2GS150D009,,WASHER THRUST GS150,FG,FINISHED GOODS,STORE,73182200,NOS,7.98,0,0
F01020,BOP2GS150D007,,WASHER WAVE GS150 600X042,FG,FINISHED GOODS,STORE,73182200,NOS,5.57,0,0
F01022,BOP200BK2D019,,SPRING JUDDER,FG,FINISHED GOODS,STORE,73182200,NOS,26.16,0,0
F01023,BOP200BK2D020,,SEAT JUDDER SPRING,FG,FINISHED GOODS,STORE,73182200,NOS,20.26,0,0
F01026,BOP20KWSAD010,,WASHER THRUST 17 mm KWSA,FG,FINISHED GOODS,STORE,73182200,NOS,3.77,0,0
F01027,BOP20KWSAD009,,SPRING CLUTCH FRICTION KWSA,FG,FINISHED GOODS,STORE,73182200,NOS,11.97,0,0
F01028,BOP205J00D009,,WASHER PRI. DRN GEAR WAVE,FG,FINISHED GOODS,STORE,73182200,NOS,4.51,0,0
F01029,BOP2GW250D001,,21215-48H03 WASHER CLUTCH HOUSING WAVE,FG,FINISHED GOODS,STORE,73182200,NOS,8.51,0,0
F01030,BOP2GW250D002,,21472-48H01 WASHER CLUTCH PLATE WAVE,FG,FINISHED GOODS,STORE,73182200,NOS,24.53,0,0
F01031,BOP20KYJFD008,,22109-KVK-9000 SEAT DISK SPRING (KYJF),FG,FINISHED GOODS,STORE,73182200,NOS,6.16,0,0
F01032,BOP20KYJFD009,,SPRING DISC,FG,FINISHED GOODS,STORE,73182200,NOS,9.3,0,0
F01033,22111-KYY-9010-Y1/ BOP200KYYD001,,SPRING CLUTCH FRICTION,FG,FINISHED GOODS,STORE,73182200,NOS,13.88,0,0
F01035,BOP20BK7BD007,,SPRING DISK 0.8 K7,FG,FINISHED GOODS,STORE,73182200,NOS,9.31,0,0
F01038,BOP40020MD004,,SPRING CLUTCH DISK,FG,FINISHED GOODS,STORE,73182200,NOS,60.05,0,0
F01039,BOP40020MD010,,SPRING FRICTION,FG,FINISHED GOODS,STORE,73201019,NOS,8.86,0,0
F01040,F01040,0,COIL FOR CIRCLIP,BOP,BOUGHT OUT,STORE,73182910,NOS,0,0,0
F01041,BOP233G00D006,,CLIP 7X0.8,FG,FINISHED GOODS,STORE,73182910,NOS,0.43,0,0
F01042,BOP4054XAD001,,SPRING CLUTCH DISK Z-1,FG,FINISHED GOODS,STORE,73201019,NOS,4.7,0,0
F01044,BOP49CITYD017,,STOPPER CLUTCH SPRING,FG,FINISHED GOODS,STORE,73201019,NOS,6.57,0,0
F01045,BOP200U69D013,,WASHER 192-24G07A-00,FG,FINISHED GOODS,STORE,73182200,NOS,7.07,0,0
F01046,BOP200U69D007,,SPRING CLUTCH FRICTION 115-24G07A-00,FG,FINISHED GOODS,STORE,73182200,NOS,11.86,0,0
F01047,BOP20ASK7D008,,SPRING JUDDER A & S K7,FG,FINISHED GOODS,STORE,73182200,NOS,22.96,0,0
F01048,BOP20ASK7D009,,SPRING SEAT JUDDER A S K7,FG,FINISHED GOODS,STORE,73182200,NOS,25.25,0,0
F01054,BOP20006CD006,,SEAT DISK SPRING119-046B0-00,FG,FINISHED GOODS,STORE,73182200,NOS,7.23,0,0
F01055,BOP20006CD007,,SPRING DISK,FG,FINISHED GOODS,STORE,73182200,NOS,7.83,0,0
F01056,BOP20006CD012,,PLATE THRUST191-046B0-00,FG,FINISHED GOODS,STORE,73182200,NOS,12.37,0,0
F01063,BOP20006CD011,,PLATE SEAT,FG,FINISHED GOODS,STORE,73201019,NOS,14.35,0,0
F01066,BOP20ASK7D007,,164-48G31-00 SEAT SPRING A&S K7,FG,FINISHED GOODS,STORE,73201019,NOS,3.24,0,0
F01074,BOP2KTCVAD011,,116-D6G08-00-SPG CLUTCH FRICTION KTC VA,FG,FINISHED GOODS,STORE,73201019,NOS,9.24,0,0
F01076,BOP2KSTVAD007,,(191-D6GO1-00) WASHER THRUST KSTG VA,FG,FINISHED GOODS,STORE,73182200,NOS,2.88,0,0
F01077,BOP2000J1D006,,WASHER (171-D0G03-00),FG,FINISHED GOODS,STORE,73182200,NOS,6.44,0,0
F01079,BOP40020MD025,,STOPPER CLUTCH SPRING,FG,FINISHED GOODS,STORE,73201019,NOS,6.6,0,0
F01083,BOP2XF1D1D013,,WAHSER CLUTCH HOUSING WAVE (21215-41K00),FG,FINISHED GOODS,STORE,73182200,NOS,8.55,0,0
F01084,BOP20N326D003,,WASHER,FG,FINISHED GOODS,STORE,73182200,NOS,400,0,0
F01085,BOP20K0ZAD001,,"22425-MJP-G510 SEAT, CLUTCH SPRING K0ZA",FG,FINISHED GOODS,STORE,73201019,NOS,3.12,0,0
F01086,BOP20K0ZAD011,,22402-K87H-A310-M1 SPRING JUDDER K0ZA,FG,FINISHED GOODS,STORE,73201019,NOS,18.25,0,0
F01088,BOP209111D010,,SEAT SPRING 16007-1208 (9111 IKM),FG,FINISHED GOODS,STORE,73201019,NOS,10.2,0,0
F01089,BOP202016D007,,SPRING JUDDER 9145-2221,FG,FINISHED GOODS,STORE,73201019,NOS,25.11,0,0
F01090,BOP202016D005,,SPRING FRICTION 92145-2222,FG,FINISHED GOODS,STORE,73201019,NOS,16.95,0,0
F01091,BOP2APACHD018,,SPG CLUCH FRICTION 115-C2G34A-00,FG,FINISHED GOODS,STORE,73201019,NOS,8.68,0,0
F01096,BOP2XF3P1D008,,234-03G66-01 E RING 7MM (CIRCLIP 7MM),FG,FINISHED GOODS,STORE,73201019,NOS,0.58,0,0
F01097,BOP2RS660D012,,SEAT JUDDER SPRING,FG,FINISHED GOODS,STORE,73201019,NOS,775,0,0
F01100,BOP200R2GD014,,"SPRING, JUDDER",FG,FINISHED GOODS,STORE,73201019,NOS,32.18,0,0
F01101,BOP200R2GD013,,"SEAT, SPRING",FG,FINISHED GOODS,STORE,73201019,NOS,2.59,0,0
F01110,BOP20B612D014,,"92145-1521B SEAT,DISK SPRING B612",FG,FINISHED GOODS,STORE,73201019,NOS,3.3,0,0
F01112,EVB200P1CD012,,09-0380-35001 CIRCLIP INTERNAL 35,FG,FINISHED GOODS,STORE,73182910,NOS,6.85,0,0
F01113,EVB200P1CD011,,09-0164-47001 SPRING WAVE P1C,FG,FINISHED GOODS,STORE,73201019,NOS,13.25,0,0
F02003,9100302,,OUTPUT RETAINING RING 1.27,FG,FINISHED GOODS,STORE,73182910,NOS,2.45,0,0
F02005,9100311,,INPUT RETAINER RING 0.63,FG,FINISHED GOODS,STORE,73182910,NOS,0.53,0,0
F02010,9100103,,RETAINING RING 48 X 1.57,FG,FINISHED GOODS,STORE,73182910,NOS,7.92,0,0
F02014,01308.332.0183,,RING,FG,FINISHED GOODS,STORE,73201019,NOS,99.5,0,0
F02016,3505513,,DISC PACK CLIP,FG,FINISHED GOODS,STORE,73201019,NOS,3.29,0,0
F04035,B008089935101,,BELEVELLE SPRING,FG,FINISHED GOODS,STORE,73182200,NOS,0,0,0
F04037,B008089958101,,CLAMP,FG,FINISHED GOODS,STORE,73201019,NOS,16.5,0,0
F04038,B008089951111,,CLAMP,FG,FINISHED GOODS,STORE,73201019,NOS,14.5,0,0
F04039,B008081843141,,BKT FOR TURBO,FG,FINISHED GOODS,STORE,73201019,NOS,9.7,0,0
F05001,10E002401,,M300-METAL HOLDER,FG,FINISHED GOODS,STORE,73201019,NOS,3.2,0,0
F05002,10E012002,,"YJC,YSD-METAL HOLDER",FG,FINISHED GOODS,STORE,73201019,NOS,3.2,0,0
F05003,10E004801,,OILLESS METAL HOLDER TOOL RB,FG,FINISHED GOODS,STORE,82074090,NOS,0,0,0
F06001,90183-05807-00-80,,NUT SPRING,FG,FINISHED GOODS,STORE,73201019,NOS,2,0,0
F08006,BO14270016,,WASHER 90209-22191,FG,FINISHED GOODS,STORE,73182200,NOS,4.52,0,0
F08008,BO10170004,,GROOVE RING SW 16,FG,FINISHED GOODS,STORE,73201019,NOS,2.4,0,0
F08012,BO14271038,,THRUST WASHER 40.05/53/1.5,FG,FINISHED GOODS,STORE,73182200,NOS,14.25,0,0
F08013,BO02671012,,RETAINING RING 37.5X2.5,FG,FINISHED GOODS,STORE,73201019,NOS,18.18,0,0
F08014,BO14271037,,THRUST WASHER 35.05/48/1.5,FG,FINISHED GOODS,STORE,73182200,NOS,14.48,0,0
F08016,BO02671011,,RETAINING RING 33 X2.5,FG,FINISHED GOODS,STORE,73182910,NOS,15.87,0,0
F08017,BO14271040,,THRUST WASHER 37.2/45/1.5,FG,FINISHED GOODS,STORE,73182200,NOS,10.9,0,0
F08018,BO14271041,,THRUST WASHER 30.2/48/1.5,FG,FINISHED GOODS,STORE,73182200,NOS,13.5,0,0
F08019,BO14270042,,THRUST WASHER 28.2/35/1.5,FG,FINISHED GOODS,STORE,73182200,NOS,7.6,0,0
F08020,BO14270039,,THRUST WASHER 25/31.5/1.5,FG,FINISHED GOODS,STORE,73182200,NOS,7.5,0,0
F08021,BO02670014,,RETAINING RING 34X2_2453133,FG,FINISHED GOODS,STORE,73201019,NOS,13.5,0,0
F08022,BO02670015,,GROOVE RING SW 27_245363,FG,FINISHED GOODS,STORE,73201019,NOS,8.75,0,0
F08023,BO02671013,,RETAINING RING 41.5X2_245413,FG,FINISHED GOODS,STORE,73201019,NOS,17.1,0,0
F08024,92033-0793,,SNAP RING EXTERNAL I/P SHAFT_92033-0793,FG,FINISHED GOODS,STORE,73201019,NOS,8.76,0,0
F08025,92066-0950,,SHAFT OUTPUT-PLUG_92066-0950,FG,FINISHED GOODS,STORE,73201019,NOS,6.92,0,0
F08026,92200-2780,,WASHER PLAIN_92200-2780,FG,FINISHED GOODS,STORE,73182200,NOS,5.8,0,0
F08027,92033-0876,,SNAP RING EXTERNAL O/P SHAFT_92033-0876,FG,FINISHED GOODS,STORE,73201019,NOS,9.06,0,0
F08028,92200-2779,,WASHER PLAIN_92200-2779,FG,FINISHED GOODS,STORE,73182200,NOS,5.39,0,0
FG17038,520MD00102,,SPRING BELLEVILLE K-70,FG,FINISHED GOODS,FG STORE,73201019,NOS,2.44,1,0
G10001,50015365,,MOTOR CLIP ROLLO,FG,FINISHED GOODS,STORE,73182910,NOS,4,0,0
G10002,50014405,,MOTOR CLIP,FG,FINISHED GOODS,STORE,73182910,NOS,3.9,0,0
H01003,90434KN6930,,WASHER 16MM,FG,FINISHED GOODS,STORE,73182200,NOS,4.73,0,0
H01004,90403KN6930,,WASHER 10X24,FG,FINISHED GOODS,STORE,73182200,NOS,4.46,0,0
H01006,90504KR3000,,WASHER RR AXLE,FG,FINISHED GOODS,STORE,73182200,NOS,4.65,0,0
H01007,28263KCJ710,,RETAINER STARTER SPRING,FG,FINISHED GOODS,STORE,73182200,NOS,2.45,0,0
H01008,19509-KFN-8500,,CLIP D 16 TUBE,FG,FINISHED GOODS,STORE,73201019,NOS,1.76,0,0
H01010,15451107000,,WASHER LOCK OIL FILTER ROTOR,FG,FINISHED GOODS,STORE,73182200,NOS,2.38,0,0
H01012,90605200000,,SET RING A20X1.2,FG,FINISHED GOODS,STORE,73182910,NOS,1.92,0,0
H01014,90455107000,,W. SPLINE A20MM (20x26x1.6),FG,FINISHED GOODS,STORE,73182200,NOS,1.83,0,0
H01016,90461GB4770PP,,WASHER SPLINE 20X26,FG,FINISHED GOODS,STORE,73182200,NOS,1.58,0,0
H01017,90461035000,,W.SPLINE 17MM X 1.2,FG,FINISHED GOODS,STORE,73182200,NOS,1.43,0,0
H01018,90461459000,,WASHER SPLINE 20MM,FG,FINISHED GOODS,STORE,73182200,NOS,1.44,0,0
H01019,53209GAH000,,CLIP HEADLIGHT,FG,FINISHED GOODS,STORE,73201019,NOS,1.41,0,0
H01020,90601459000,,CIRCLIP 20MM,FG,FINISHED GOODS,STORE,73182910,NOS,1.71,0,0
H01021,90451365000,,WASHER THRUST 15MM,FG,FINISHED GOODS,STORE,73182200,NOS,1.06,0,0
H01022,906010010000,,CIRCLIP 17MM X 1.2,FG,FINISHED GOODS,STORE,73182910,NOS,1.57,0,0
H01023,90451198000,,WASHER THRUST 17MM,FG,FINISHED GOODS,STORE,73182200,NOS,1.62,0,0
H01024,90452437000,,W.TH.16.5MM (16.7X24X1),FG,FINISHED GOODS,STORE,73182200,NOS,0.9,0,0
H01025,23216GF6000,,COTTER MAINSHAFT,FG,FINISHED GOODS,STORE,73182200,NOS,1.55,0,0
H01026,90464-GBG-9000,,CIRCLIP INTERNAL 23,FG,FINISHED GOODS,STORE,73182910,NOS,1.13,0,0
H01027,90452GB4770,,WASHER THRUST 17MM,FG,FINISHED GOODS,STORE,73182200,NOS,1.39,0,0
H01028,90451107000,,WASHER THRUST 15MM,FG,FINISHED GOODS,STORE,73182200,NOS,0.92,0,0
H01029,90454107000,,WASHER THRUST 20.2X27,FG,FINISHED GOODS,STORE,73182200,NOS,1.17,0,0
H01030,14775107000,,SEAT VALVE SPRING OUTER,FG,FINISHED GOODS,STORE,73201019,NOS,1.13,0,0
H01031,90451GF6000,,WASHER THRUST 12MM,FG,FINISHED GOODS,STORE,73182200,NOS,1.05,0,0
H01032,90452115000,,W.TH.17MM (17.2X24X1),FG,FINISHED GOODS,STORE,73182200,NOS,1.07,0,0
H01034,90432086000,,WASHER LOCK B,FG,FINISHED GOODS,STORE,73182200,NOS,1.21,0,0
